ID_RMC,Outcome,2016,2017,2018,2019,2020,2021,2022
11-E007,Performance,0.1880175905570334,0.1296184768269833,0.2295370846402483,0.2332298444226396,0.1726979185327901,0.1670051930072896,0.8601993632256935
11-E010,Performance,0.0069654631647459,0.0063251166285205,0.0047987559667127,0.0177188188715642,0.0038401916815047,0.0052384398466879,0.0040616252301094
11-E013,Performance,0.6370854861095236,0.6365004415453033,0.6365004415453033,0.6365004415453033,0.0581048146697967,0.6873676950387165,0.6977626223923571
11-E017,Performance,0.169149395375296,0.134633009722284,0.1357361301141402,0.1241991476759913,0.0102986970970929,0.0076171989113553,0.0151123133524657
11-E021,Performance,0.1175805123912973,0.1319377698883886,0.1338324496093372,0.1288934058707478,0.1069206395923679,0.1027541837011556,0.0253114494759739
11-E039,Performance,0.3973030872056063,0.3525856307071677,0.4483338838265401,0.3066459418572281,0.3456746882716288,0.2873107269213167,0.3374900533283613
11-E047,Performance,0.0652617267165193,0.0652617267165193,0.0999320190346702,0.2773623385452073,0.0774983004758667,0.0326308633582596,0.0265125764785859
11-E064,Performance,0.1350006259799769,0.0297302281300112,0.0326485198421476,0.021688304285221,0.0054157391783192,0.0125735478466116,0.0162882209601613
11-E066,Performance,0.0336128254730949,0.0294120727394046,0.0290661283966301,0.0290661283966301,0.0298306833481156,0.0547862067583942,0.0557449478951847
11-S243,Performance,0.0390297480162867,0.0387744656236148,0.0356313900279665,0.0356313900279665,0.0122948955158895,0.0122612240914384,0.0053941708142012
11-S247,Performance,0.0544224691571435,0.5217412544577933,0.5818546674833808,0.5818546674833808,0.1121060325357844,0.0450916360712044,0.2401560274626372
11-S270,Performance,0.223501964774599,0.2325011383887161,0.2309765407599377,0.2309765407599377,0.2131940657623269,0.1973814248691555,0.1975568210565371
11-U006,Performance,0.7687004986799648,0.8494426518040482,0.8498826635376944,0.8498826635376944,0.0693018480492813,0.1097829275447345,0.1091229099442651
11-U080,Performance,0.3384409665843441,0.003029103958302,0.0031928393073994,0.0009824120945844,0.0025378979110098,0.0028653686092046,0.003029103958302
12-E010,Performance,0.7365142777555442,0.6821429767758382,0.6232971504431332,0.6400528198501086,0.4949639552124341,0.410952890546904,0.4125766249244108
12-E022,Performance,0.7693793769620865,0.8278193673025839,0.8302342429364887,0.8287853175561458,0.5472108186428399,0.5283747886983821,0.5240280125573533
12-E023,Performance,0.6361639549836839,0.5684034695397623,0.5985410489581895,0.5858385927641266,0.3219599240271485,0.3274963427741909,0.4865762923997604
12-E025,Performance,0.0714259829914411,0.0643765027276008,0.066622212748677,0.0666984818458193,0.0274623832949114,0.0294615516939868,0.0555465274529268
12-E036,Performance,0.1993600859206854,0.2144158327339356,0.1627445387006292,0.1673245710977284,0.139568014787803,0.1279826668043365,0.119057061373034
12-E040,Performance,0.0189780263753794,0.0187263066580697,0.018670795122175,0.0214633916724165,0.0054514030224146,0.0044571039724633,0.0134295120813285
12-E041,Performance,5.439715825112366e-05,6.22988472824639e-05,6.189232951879366e-05,8.127814537381812e-05,0.0001126308278968,0.0001755394518248,0.0002470103561501
12-S039,Performance,0.0012417816778645,0.0048836286670009,0.0074633929236724,0.0035090866475783,0.0038057448203715,0.0041132468950423,0.0030898923835686
12-S200,Performance,0.1388073389841523,0.2234982878140682,0.0014724137054855,0.001242980312927,0.0011179589044894,0.0016183175107473,0.0014387016008085
14-E003,Performance,0.2031082667183975,0.2343914392192018,0.2299419584157763,0.0756628890355079,0.0533785688770145,0.002062960841022,0.0017415732573681
14-E004,Performance,0.0019280781645462,0.0021132301914915,0.0028840678600406,0.0004756719786166,0.0093299329110228,0.0070414228863907,0.0097599863208817
14-S043,Performance,0.0137701644381542,0.0060981126575138,0.1747732250419602,0.1771612276129813,0.050116006372163,0.0491109377654048,0.0487898549930598
16-S046,Performance,0.0211950459238697,0.0166203523325239,0.015563648743234,0.0148515579164483,0.0089229118127048,0.0086860926157233,0.0134654850991728
16-S074,Performance,0.1349126043716786,0.0355248470636994,0.0488444599279372,0.0309348246210269,0.0218408002567771,0.0297024517612339,0.0102253163278029
16-S217,Performance,0.0442348379640417,0.0299186325041243,0.0221080985357578,0.0208777996290462,0.0265259900644042,0.0188459423437194,0.0196475007223345
19-S038,Performance,0.4796591922546941,0.4820444374721896,0.5027600381807029,0.3801883039302892,0.3579211880508193,0.3368500259989291,0.3394435186603466
20-E003,Performance,0.0572606289471214,0.0652121905938488,0.0709134464783048,0.0863856522127695,0.028292376526519,0.0682585487098238,0.1412476685600872
20-E016,Performance,1.4791623392005798e-05,1.7420100022640977e-05,3.149018081015869e-05,1.378661762146882e-05,0.0003660797942627,0.001349825827346,0.0018441598195566
20-S174,Performance,0.0163241447365687,0.0162529588590315,0.0163879088853172,0.0109917371332375,0.0134891488706546,0.0170909347581171,0.017521395027865
38-E003,Performance,0.6002923867001536,0.1513663455411028,0.1883645087528582,0.1539528432732316,0.197361022603741,0.5243843010833302,0.814634329197436
38-S190,Performance,0.5505599881064474,0.5703701868278904,0.5837225581049607,0.5355257941424253,0.5195624163734576,0.5338160959413252,0.8107500371673523
38-S191,Performance,0.578805006521714,0.6276082046625445,0.6597435177240565,0.7052223731343857,0.7643679708812201,0.8115782547970188,0.8454911677908126
47-S010,Performance,0.2561510839207341,0.3866205612448463,0.3491155738795052,0.3475196169703418,0.1675754754621625,0.3750498736534113,0.3674690783348849
47-S178,Performance,0.0199160561612178,0.0214173553675343,0.0213394241224413,0.0284731710461384,0.0278856487102511,0.0210144904564604,0.0225205447895962
47-S249,Performance,0.0081279354153028,0.0024108065129055,0.0052238961761849,0.0025094691269776,9.866261407211955e-05,0.0139785962921202,0.0091495916046685
50-E001,Performance,0.3756569697659358,0.3736106814591138,0.3666583317287681,0.3587739994979628,0.290923121489001,0.2447652154566729,0.3035027476706644
50-E003,Performance,0.0757786469169322,0.0694829462575882,0.0714757529507723,0.073697733623928,0.7388841663823105,0.1875386253040283,0.0569401003892407
50-E007,Performance,0.0880116853775879,0.0871648350343296,0.0879568730576359,0.0946279891651269,0.0749700073836762,0.0742254733709949,0.079724519370179
50-E011,Performance,0.5771770863661089,0.6278788080447762,0.6507869354348073,0.6743037660650455,0.6526137236816244,0.6784774720332217,0.7046831192958334
50-E012,Performance,0.0378967516892521,0.0194452840761937,0.0178702069507261,0.0184154856773627,0.0055332817511741,0.0041379705298016,0.0112665632546729
51-E018,Performance,0.5942294990035127,0.6319784541287168,0.6163208811284244,0.6105672138226501,0.470011244987312,0.526256732768557,0.5886863070406159
51-E036,Performance,0.0486996783271333,0.0548815010841256,0.060736198891969,0.0436837624401843,0.0294664088810229,0.1006538305073372,0.198791315251991
51-E042,Performance,0.0005355376593249,0.0006244794124593,0.0006399867845463,0.0006637811649974,0.0001279973569092,0.0005743471143365,0.0007219543227209
51-E043,Performance,0.3736466751419451,0.3654150488295424,0.3654150488295424,0.3513142293459227,0.3099390410869907,0.2635217651528516,0.4132580288201841
51-E044,Performance,0.2439846710843457,0.2379030013116497,0.2379030013116497,0.2306723249873761,0.2281668136473502,0.1556275607774101,0.2235920948415629
