countryCode,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ABW,,,,,,0.7331930637359619,0.7539326190948487,0.7502626419067383,0.7523741960525513,0.7553550720214843,0.7218295097351074,0.7242591142654419,0.7205893039703369,0.7190471887588501,0.7238813400268554,0.7028463125228882,0.7496922254562378,0.7465470314025879,0.7478753328323364,0.74148588180542,0.7349405765533448,0.7398783445358277,0.6603221774101258,0.6513569474220275
ADO,0.7636286497116089,0.7669517517089843,0.7626807689666748,0.7621487617492676,0.7665579080581665,0.7238300561904907,0.7539326190948487,0.7502626419067383,0.7523741960525513,0.7553550720214843,0.7635529994964599,0.7603545427322388,0.7544596195220947,0.7521061658859253,0.7507097005844117,0.7441417217254639,0.7303621530532837,0.7319111824035645,0.7343516826629639,0.7358331203460693,0.7353184461593628,0.7532010555267334,0.7559743642807006,0.7540407180786133
AFG,0.2416590452194214,0.2647975444793701,0.24565515518188477,0.24977259635925292,0.2311640501022339,0.22987053394317622,0.210549521446228,0.2107415437698364,0.17734978199005128,0.1655808925628662,0.18954024314880372,0.17092177867889405,0.17990584373474122,0.21392543315887452,0.21081831455230712,0.22705142498016362,0.2291520357131958,0.19192945957183838,0.1936180591583252,0.199423885345459,0.21610016822814943,0.20126004219055177,0.2695345163345337,0.2632447004318238
AGO,0.26645963191986083,0.26390986442565917,0.2604971408843994,0.26890146732330317,0.2329073429107666,0.22448623180389404,0.23536360263824463,0.2517924547195435,0.23850128650665284,0.2382470846176147,0.22044677734375,0.2335050106048584,0.22650618553161622,0.239519715309143,0.23262505531311034,0.2084403514862061,0.21453530788421632,0.2033325433731079,0.21113338470458984,0.26014981269836424,0.28831641674041747,0.3122654914855957,0.36967796087265015,0.3796117424964905
AIA,,,,,,0.6676520109176636,0.7539326190948487,0.7502626419067383,0.7523741960525513,0.7553550720214843,0.7635529994964599,0.7603545427322388,0.7544596195220947,0.7521061658859253,0.7507097005844117,0.7441417217254639,0.7303621530532837,0.7319111824035645,0.7343516826629639,0.7358331203460693,0.7353184461593628,0.6264938950538635,0.6276142954826355,0.7540407180786133
ALB,0.32121930122375486,0.3015950441360474,0.3288872718811035,0.33093181848526,0.3292426824569702,0.3552536368370056,0.33734722137451173,0.34189094305038453,0.35861198902130126,0.3789575219154358,0.3909458160400391,0.3936766982078552,0.35964117050170896,0.3442541122436523,0.34980881214141846,0.38277173042297363,0.3911229491233826,0.40570615530014037,0.40382187962532046,0.39083194732666016,0.38722007274627684,0.3854151010513306,0.38469289541244506,0.4184248924255371
ANT,,,,,,0.6208369493484497,0.7539326190948487,0.7502626419067383,0.7523741960525513,0.7553550720214843,0.6665231108665466,0.6630529642105103,0.6582744002342225,0.655994200706482,0.655660343170166,,,,,,,,,
ARE,0.49888418819755315,0.5066066950559616,0.5206690445542336,0.7223238468170166,0.6652073502540589,0.7078954696655273,0.6981617093086243,0.6771745085716248,0.7012196540832519,0.7142900943756103,0.6812609434127808,0.6781667828559875,0.71409752368927,0.7311472415924072,0.7547172784805298,0.7398093700408935,0.7069670915603637,0.7262558698654175,0.7190288782119751,0.7233072519302368,0.7144222259521484,0.7165087461471558,0.7300286531448364,0.7310672998428345
ARG,0.47973656952381133,0.459303680062294,0.46551846861839297,0.4165888547897339,0.4040046393871307,0.41711809039115905,0.4244523286819458,0.4337522923946381,0.4255755841732025,0.4130249977111816,0.4109049797058105,0.4289539933204651,0.4271802961826324,0.4108181595802307,0.4131968438625336,0.39011138677597046,0.38382625579833984,0.44020702242851256,0.4382403314113617,0.4802663654088974,0.4786119505763054,0.4672438681125641,0.4155454158782959,0.41059390306472776
