2016,2017,2018,2019,2020,2021,2022
344.911299807503,340.38118375473886,339.3405467939868,325.79027843892004,330.3869502979879,330.2245849455049,353.60519716853514
461.05152930508325,428.5725393972846,433.7420466709089,444.51926395404394,444.9574990095767,450.0571961330885,445.35201635472004
16.821922857027705,12.811007108861602,20.391926052518542,18.257064941575727,20.527502037676683,19.07028856675282,19.747373993452463
19.087695203254626,16.668889537899332,17.294028072096594,17.61607306225881,16.05614259162555,19.887162324443693,14.211304557936845
139.71540510821987,135.99421061584763,135.1289229254032,130.5338135852117,132.87698007937416,135.36821486845741,134.52164179174994
10.003788678366535,8.592213570266603,11.680769050466399,10.768500377080084,12.460744382244997,7.148050700869423,13.044866576034574
10.515827187606309,12.346747611397072,10.91468698653037,13.84794360297248,17.65403753967201,11.536117029544622,12.734111987781171
33.21686983821884,26.912901605559757,34.83376372707702,32.50074472260306,24.780888485361828,29.23137114571537,30.25248579572687
49.27623023090461,43.06211261372569,47.742279599790606,44.97520696080072,38.83480967868825,41.98988319892297,47.01073277987857
68.15324313395016,56.09497000062485,63.400006678139206,42.80683949862062,53.110455291929895,62.12591757570457,66.5598958140468
16.599142652286982,18.024304121441368,19.289206445683348,16.590136108585686,16.605686914331997,17.310912411452712,19.41257296899422
16.308542519854253,12.217553223714415,13.775729844860757,11.188374824214911,11.133249117443977,18.029107361520133,17.108744723648808
758.6054268402138,725.9840654612475,752.0924547060265,743.1331248443906,758.9508499898911,758.6611564385062,736.7808511621067
159.08675851658842,213.06040865231836,228.70124339931533,206.47137342977476,149.6070221628791,225.9133123333511,184.64386084267008
46.56775177753355,46.36036649615407,44.89969428765966,42.83632174120698,46.598900123638494,45.147728832764514,48.55421490611815
29.55428406703303,29.688267658342586,33.112790468071864,27.482113459641788,28.632946748953476,32.57494412928248,28.42254679391016
274.2380985097633,243.24571076741358,219.3888730445079,187.2301303570123,190.34253548504134,273.1131724723112,264.4737138963212
24.130121501011224,21.374377746994035,21.697887891381193,19.949579718741887,16.226722420651566,18.58742830932197,21.00513523004214
52.72054012258316,40.73766080444188,41.213991741850435,28.443084577145765,46.22748195188249,50.413336005624984,42.684586932710744
29.16678478830005,25.862557695503032,14.575768292340618,19.256730995808013,19.698877266659913,26.917482442314146,20.86241611773067
13.658320298212516,9.82332703412652,8.429887437078209,12.987249161333354,9.477140346969692,11.317519874064503,10.889996211950102
8.72153249820074,11.980727271873667,13.668708687768028,12.914810143998727,9.380022132923516,9.420274924572025,6.898348425543159
20.910988196577357,14.767552123785137,17.847374405708727,15.976530010866082,15.279158883063868,19.477452642828652,16.557615361039694
15.46116842203453,15.546149225226973,16.145643443619182,13.814852211810834,16.640859802349034,17.142817043675066,11.872582253427428
7.10943183902928,9.32276768538892,6.274637060519613,7.698880456964945,11.131126082940625,12.05902172091811,9.755893755537619
20.05641992114739,12.253233560892168,17.07192185393493,12.078375917942829,12.549893204477051,19.779437811353635,17.216888026457553
15.62768071174445,7.7561987453584775,8.05456905412993,14.582622043959187,12.475930396796334,9.676916206128535,15.049625912347823
70.58787154466282,28.840625109776248,33.11461734745235,27.79881962009029,40.516269194130714,48.081696647048254,49.71385353794521
39.48653819183853,22.832121346041752,26.65511495353187,30.943973963362062,22.97906207654896,24.275571646200525,36.060341106074844
117.69632242735774,119.61243558191853,112.50657454622396,102.61197522529191,109.94530500106214,98.88205442541299,137.0183069135873
15.765894491533954,13.393404737051178,11.23823092081031,13.462342840159634,16.372964957195325,11.505775117127925,9.977103441825887
11.129232859540105,6.47085226906122,5.9070719614940215,14.656746271649151,13.81854106090873,10.894068447579253,12.902461809168107
37.63823726953126,37.59061928528923,42.41161669162992,27.21962701066233,27.48969537019663,38.19541593709093,36.15241156916768
59.830611012555785,51.832054840632125,54.45640170104183,55.43596980651598,53.868537922285455,53.835552374088365,58.433991381944764
91.6175655744552,90.00581919440111,91.20126538475145,93.21334728948352,93.20694528583957,90.79821946887166,97.09155783485403
61.811159862861,57.196756914709226,61.96230389004993,61.29930133503397,57.90343355457894,54.957670439274,58.440250078240275
12.482229337255816,15.960748480230862,15.239747510122434,9.263451027148799,11.956765753198187,13.062932840843715,11.076579503110047
21.004478247055214,23.345192375606796,18.722905788833092,21.271515831848824,21.26054871552354,17.70417043683803,17.54288055850263
16.071112324882975,13.474530897423357,13.65265413313108,11.82718079375302,10.77230817520378,18.898438802558786,18.973316806750784
52.80497652606468,53.56981532809731,52.75485158500218,59.351069238639795,49.9133278787903,55.91176020133017,49.982057851254176
24.13545357137779,16.815673805661753,16.756189644591352,15.828513215776939,20.413656331283924,22.8480345914759,19.008843129345735
96.91378796507365,93.87517611781752,96.74562264622658,102.81294941764145,96.72678320271913,89.07482039667443,99.33313078446537
1932.0394627220862,1876.9978026024303,1835.050643660673,1795.3607157508163,1877.6978002435922,1900.559179565096,1895.3515700386058
21.585517916337714,27.70905753541244,24.90940288475315,27.141298419378163,22.086158121422397,24.59922810296914,27.45091480637498
118.57186228484598,122.64515545387577,105.42464123200688,137.0445297714136,164.6622237027286,82.14750909294317,124.64390254369454
12.103252047339161,8.594280155276786,6.788775778835735,6.504148364879457,6.687396194091521,13.860043576362955,6.983603802235675
10.494979170314556,7.243859742839295,6.617715487564735,7.331021608417875,7.988200742008456,13.110399236006312,7.428492251778805
30.703535791732996,33.36733068118345,48.99904379212889,47.58882481788628,43.35670396346069,34.042061201584595,27.93035329703158
264.1107654474578,258.3502767367554,236.01180628511906,267.36306192109754,278.3849732559008,213.26557169377185,285.33425471416217
