0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.8474096367970212,0.0041838336906210175,0.7458371458788363,0.1627706203952045,0.0361507845064738,0.40353160294939583,0.06176703677521297,0.07490538965461939,0.06195303875126863,0.01383072499183369,0.42173170045199176,0.21687561768095268,0.1739761532496153,0.05909344674701258,0.5106150118324996,0.6373123412356759,0.4908162634324753,0.06492596809470073,0.13994422304511997,0.01776468614275201,0.0003860945012189096,0.004513222983871367,0.09149848933628754,0.18397757683062663,0.020998783443961975,0.08161255132560297,0.020355245461875348,0.04062154665627785,0.02570364837361016,0.3674165485367131,0.19829612229339194,0.0031294706433304675,0.01808049568630916,0.8806560452982923,0.870611430974681,0.903568648368185,0.44148146906370245,0.024116221257604084,0.009689688488805921,0.31567049728181545,0.06567332959840247,0.0812924398220376,0.7153032045007347,0.026270247642647963,0.5893352042087514,0.29768521439734547,0.0008411851301513313,0.42607116448278815,0.22519388642240235
