value
1.0
0.007133414359588494
0.7734402864986737
0.20199609329371773
0.1188371766093126
0.4061632793033113
0.07041383570670172
0.15054190130659573
0.08115598189624737
0.04071321020626033
0.4578655854579194
0.22576775917961284
0.780536326587503
0.33936111678820874
0.7537193244161823
0.8029879251671078
0.6406127098465803
0.07494409140654858
0.2128359179586233
0.019109198788766543
0.00038676165073259927
0.004521542042032448
0.1636413075796954
0.2607227497807661
0.025155205526419293
0.11792885208203023
0.023308563648502895
0.14578360291356582
0.05007210129137407
0.4911602210107137
0.1990577564738353
0.003149981171731632
0.01879500833703768
1.0
1.0
1.0
0.4431974037913234
0.025513135545075387
0.009884678060768102
0.3783832575953369
0.08097273234149102
0.08842453718287313
0.9120161901483868
0.03960681432505788
0.5950399130714751
0.2983831506260188
0.0008415337404363973
0.4758403909963701
0.24516225460010277
