0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.8485860252209695,0.00417811180495055,0.7483389121823619,0.16550736861508827,0.03662735176920361,0.40402687646327334,0.06338087300805864,0.07790218726533525,0.0625272151229458,0.01326024272105966,0.4212911988124659,0.2190090986901531,0.17216406653627483,0.05852287146200621,0.49769649545382627,0.6362491933426938,0.49035501138592585,0.06467384771860815,0.13868151183444877,0.017690984048382957,0.00038503539570394627,0.004516088169192479,0.09898012474108153,0.18973036665949808,0.023248504834455494,0.085385128198471,0.01941804570389239,0.04213169794858714,0.026747583828356878,0.36723073568572656,0.19846320238880574,0.0031414741672446543,0.017977420157320272,0.8759312517173388,0.8665283080481179,0.9098396865870443,0.44111005332997316,0.02409018142445547,0.009726955038357622,0.3136434419010964,0.06491216226522935,0.08122825481792717,0.7156460551052414,0.024047089973725705,0.589318564027491,0.2980466981764714,0.000841272964667769,0.42648643801413894,0.225329533199501
