0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.8573806870385517,0.004395293627597484,0.7023801283155101,0.027328161645218983,0.03683093250874374,0.3385707582555119,0.02868072325847998,0.028874622576475807,0.05828303599426419,0.009924158125720613,0.25554388066831396,0.1992964667516662,0.2204365398378157,0.06812384856796376,0.4292215279981367,0.542917211544373,0.49559875493436617,0.0562157904815202,0.1249251107392122,0.014200627577679752,0.0002539747115788329,0.003160458394661919,0.016090281820958532,0.020900116536045493,0.010002329078645103,0.05112584042760104,0.013758396320401902,0.020852221905060142,0.021312946584023048,0.3497507851936217,0.14624759109910362,0.0018985270720556099,0.0176625447922753,0.8394207193379296,0.8365510704631273,0.8721884858179791,0.3739942962410626,0.02272068864140647,0.00923210311199285,0.30867518469953165,0.05765209666736971,0.08081491170403506,0.7202184490373927,0.013760336951980912,0.5891439939554272,0.203095934948184,0.0007261835614385706,0.4170400759062891,0.22532573804343733
