2016,2017,2018,2019,2020,2021,2022
0.11427830621813873,0.11885087437401604,0.13077279945052392,0.1116828002524572,0.13450393844435704,0.06728031789964187,0.12406080722270854
0.12244488468042383,0.07474060892860794,0.07061138676394964,0.10340304581632534,0.05799880473046586,0.06536745742052973,0.09737911934736003
0.09957106654583232,0.03305139096563318,0.04004807373565419,0.04322041570897614,0.11798933918890232,0.0652809927929903,0.11120349158131541
0.04219057851207606,0.08243000021310067,0.1027318286900851,0.03349626743486554,0.08190924877359895,0.0550161202916904,0.0256822996517761
0.10654517680246023,0.0758243049168576,0.06967826069614706,0.037316191904436205,0.04013554735296515,0.0707331593091499,0.0880186106212971
0.09041480357414662,0.05497431217039322,0.047094117103991105,0.03863166854842284,0.05568767179281126,0.029658197499133225,0.04259508438236958
0.035066725312928766,0.06561029656151579,0.06130386772819821,0.0732522185698448,0.08077960185421007,0.0548736914897012,0.05366915926201695
0.05313795304207403,0.09699426309837797,0.08526753724491305,0.05073399957736133,0.05065776486559846,0.041004311731639556,0.05028791621982329
0.04803899970234562,0.027875744095671066,0.11229831914019052,0.06665643857433683,0.07316780294133109,0.06889544469013842,0.07305244276698236
0.05136326996429262,0.08244693606755266,0.08706793200138492,0.07745205714292305,0.08223406118192958,0.04918474355964393,0.10087821519595884
0.053124690138519205,0.04372709411383017,0.0379528901185559,0.051565266049394515,0.05159191476970917,0.040310990153818636,0.03534928390972365
0.042793715923583706,0.09608628915740139,0.06750888299094976,0.02365737947274439,0.03836059137082466,0.04416767371074501,0.03497350087820298
0.0633866247725017,0.044860479842142635,0.04276513044414726,0.040011778697268095,0.06685059021961631,0.03608722794614017,0.09244228149087097
0.08580721998294098,0.10248709886806234,0.08149116013818081,0.06822899556552793,0.07424120175283383,0.11501877437068686,0.030537514892225184
0.11922416077810444,0.11316108839371201,0.12344847754366642,0.12822780801590422,0.11062581654950562,0.109127780349069,0.10350342188568173
0.059683185417786395,0.0786172303858203,0.08518467890822487,0.0987186585197918,0.09777365296264205,0.08587971649938127,0.05216102751417934
0.11334689876647278,0.08287407821330167,0.06913837625544976,0.12312549250859206,0.11067495459881488,0.12443150443661317,0.08584579754715826
0.06763799882879414,0.03272895105438606,0.04171048130488401,0.04831015589477619,0.03511387511556525,0.04141505761741525,0.02247413543812371
0.1084426026249715,0.07555015554798031,0.04022578281923154,0.08863137928924741,0.06470906041882118,0.09468588806053137,0.1059600115448229
0.046218241703490294,0.0742060688471705,0.09885801471923027,0.0819635818256729,0.09495237358481651,0.06359193932858055,0.04401305818366327
0.02846143199911801,0.06403720121158864,0.03847796143551509,0.05292227876546871,0.08242766871431093,0.08385765154412356,0.05694625412561715
0.06485498268625133,0.08904165762827511,0.034525341212621116,0.051571584626828246,0.06089517724348673,0.029467578141753447,0.05432446839858646
0.04846018754070181,0.06272699229862964,0.08953263610378853,0.048539538673831914,0.05321292974577636,0.0867562265950052,0.07820876507080857
0.1017121070226741,0.08065885832524669,0.05272440123460562,0.09843367653605571,0.053994448959310624,0.11226270174728437,0.09390737616232979
0.04560912441666131,0.07086493359916492,0.12437788411534663,0.0687622495382724,0.08319246390469814,0.03615199811284304,0.10470398617260654
0.05551432913618876,0.04823842460734238,0.10825326598432433,0.04885903172763292,0.09625839128415434,0.03850425989641596,0.10074327602631016
0.10114422636705277,0.06761164334348019,0.0537524032513654,0.05362393434016015,0.0502307743340141,0.040279682048926096,0.040086920984821486
0.10973026636100475,0.10226186566585237,0.07776947233361364,0.10219618978048589,0.11479471414406427,0.08112468293749625,0.11767865062829347
0.06686164702231782,0.08114927908054947,0.051215255638607404,0.04980936773257852,0.06954215409543638,0.04850031898869099,0.07889114172073163
0.1404639817722651,0.11832828898676788,0.10713511563148789,0.11467555580990647,0.13197388945078414,0.09480139732859111,0.11375902285432875
0.025411310476093612,0.04752887103229801,0.10227318734092503,0.075110677278926,0.08825625245513764,0.06237918429258137,0.034369263342909157
0.11929296872602246,0.08121211881168164,0.08644967931441093,0.057716840263947064,0.09000553186460308,0.08759926713056222,0.04291625823279259
0.06133678874732847,0.0541961460870878,0.07788578215689988,0.10132077549749548,0.1078214317866291,0.042522031151407104,0.027124679018230406
0.07113386372543047,0.0581040860858695,0.08448694453000566,0.038777983953598515,0.10304501229535923,0.10790836730593761,0.06533247829925026
0.08854970393903189,0.1072419852070456,0.09214420906890365,0.055261395168189724,0.061664039586423386,0.05739535217324553,0.08017410497078921
0.10735543847779362,0.08583471894797919,0.10371415022514405,0.06574518398798204,0.04147676326959002,0.10253132575567063,0.09181629413991986
0.07903627628287486,0.041192107112126015,0.04900499968501617,0.08503122219092156,0.05863981357850264,0.0660016794314986,0.10688303931832273
0.0784209363502333,0.04133620355983038,0.03889806200457279,0.030089891809214165,0.09589325420977905,0.03137756274822705,0.029483814626021235
0.035739727937287545,0.05955240967263695,0.050771688384067704,0.023006060176229942,0.08681827607527462,0.04133524741104551,0.04324939253355743
0.12615354370664225,0.08098469680662325,0.12301072902344339,0.10851040799619834,0.08203492509573003,0.07868172152453315,0.06351561338225069
0.09703359650311642,0.10091322230954801,0.12015466333794624,0.05078215351649207,0.1043287426482864,0.03029913762802748,0.05521181966597175
0.059490459966734015,0.057002111230776496,0.08882196779771044,0.049334053899243405,0.09072650262760981,0.04157961349065821,0.04443982896579774
0.018443222953191188,0.10603049189843354,0.10238984631284107,0.06883369913091673,0.05923768745971024,0.07963372146218754,0.034397236483788854
0.06986128010054812,0.06121375335467804,0.05423927054471638,0.05394687680335363,0.09885187386696405,0.08013316529889805,0.051383847155151686
0.08048125248543708,0.07658679322591068,0.026001470811290048,0.11754209882572138,0.06850288600682394,0.05430369745644102,0.0571659840326697
0.0829763740887176,0.03625790723798558,0.04140974361535759,0.08755512928697302,0.08801371226573901,0.06815467777746397,0.11516930845082574
0.05702632633254227,0.03994892996915195,0.039226446252486516,0.07997362643697623,0.12215404821419193,0.02411210174910398,0.0726699532031432
0.10051706536618617,0.10152970222542083,0.11722867994038792,0.1318778795884311,0.09221874038274694,0.13172669481927957,0.11816549992681721
0.06294455087495497,0.04589049530376404,0.09364988242860019,0.10778529043411371,0.06177195405044259,0.038079021690277874,0.048748720004856506
